DATASET,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,LN_IC50,AUC,Z_SCORE,status,lineage
GDSC2,683667,PFSK-1,SIDM01132,MB,1776,GSK2256098C,4.139822,0.986806,-0.161597,intact,CNS/Brain
GDSC2,684052,A673,SIDM00848,UNCLASSIFIED,1776,GSK2256098C,3.945808,0.986311,-0.37277,null,Bone
GDSC2,684057,ES5,SIDM00263,UNCLASSIFIED,1776,GSK2256098C,3.145319,0.973429,-1.244056,intact,Bone
GDSC2,684059,ES7,SIDM00269,UNCLASSIFIED,1776,GSK2256098C,3.853668,0.985462,-0.473059,intact,Bone
GDSC2,684062,EW-11,SIDM00203,UNCLASSIFIED,1776,GSK2256098C,4.281457,0.980525,-0.007435,intact,Bone
GDSC2,684072,SK-ES-1,SIDM01111,UNCLASSIFIED,1776,GSK2256098C,3.025747,0.978615,-1.374204,intact,Bone
GDSC2,687448,COLO-829,SIDM00909,SKCM,1776,GSK2256098C,5.48092,0.96797,1.298111,intact,Skin
GDSC2,687452,5637,SIDM00807,BLCA,1776,GSK2256098C,4.592916,0.98323,0.33157,intact,Bladder/Urinary Tract
GDSC2,687455,RT4,SIDM01085,BLCA,1776,GSK2256098C,3.472321,0.974688,-0.888133,null,Bladder/Urinary Tract
GDSC2,687457,SW780,SIDM01160,BLCA,1776,GSK2256098C,4.738773,0.982358,0.490327,null,Bladder/Urinary Tract
GDSC2,687459,TCCSUP,SIDM01190,BLCA,1776,GSK2256098C,4.987621,0.982583,0.761184,intact,Bladder/Urinary Tract
GDSC2,687505,C-33-A,SIDM00889,CESC,1776,GSK2256098C,4.045725,0.98151,-0.264016,intact,Cervix
GDSC2,687506,C-4-I,SIDM00905,CESC,1776,GSK2256098C,3.558029,0.982842,-0.794845,intact,Cervix
GDSC2,687514,ME-180,SIDM00627,CESC,1776,GSK2256098C,4.617659,0.985161,0.358501,intact,Cervix
GDSC2,687561,42-MG-BA,SIDM00982,GBM,1776,GSK2256098C,3.099889,0.964933,-1.293504,null,CNS/Brain
GDSC2,687562,8-MG-BA,SIDM00998,GBM,1776,GSK2256098C,4.117911,0.990048,-0.185446,intact,CNS/Brain
GDSC2,687563,A172,SIDM00799,GBM,1776,GSK2256098C,4.766108,0.985106,0.52008,null,CNS/Brain
GDSC2,687568,GB-1,SIDM00581,GBM,1776,GSK2256098C,5.229838,0.977835,1.024823,null,CNS/Brain
GDSC2,687586,T98G,SIDM01171,GBM,1776,GSK2256098C,4.237532,0.984691,-0.055245,intact,CNS/Brain
GDSC2,687588,U-118-MG,SIDM01193,GBM,1776,GSK2256098C,5.021012,0.976392,0.797528,null,CNS/Brain
GDSC2,687590,U-87-MG,SIDM01189,GBM,1776,GSK2256098C,4.239415,0.975529,-0.053195,null,CNS/Brain
GDSC2,687600,NCI-H720,SIDM01120,UNCLASSIFIED,1776,GSK2256098C,4.323706,0.988821,0.03855,intact,Lung
GDSC2,687777,Calu-3,SIDM00922,LUAD,1776,GSK2256098C,5.465134,0.976522,1.280929,intact,Lung
GDSC2,687780,COR-L23,SIDM00512,UNCLASSIFIED,1776,GSK2256098C,4.953343,0.982424,0.723874,intact,Lung
GDSC2,687787,LK-2,SIDM00548,LUSC,1776,GSK2256098C,4.680625,0.983442,0.427037,intact,Lung
GDSC2,687798,NCI-H1623,SIDM00747,LUAD,1776,GSK2256098C,4.652773,0.9821,0.396721,intact,Lung
GDSC2,687800,NCI-H1650,SIDM00745,LUAD,1776,GSK2256098C,4.708256,0.963828,0.457111,null,Lung
GDSC2,687802,NCI-H1693,SIDM00742,LUAD,1776,GSK2256098C,6.048903,0.971186,1.916328,intact,Lung
GDSC2,687812,NCI-H2085,SIDM00709,LUAD,1776,GSK2256098C,4.989027,0.982919,0.762714,intact,Lung
GDSC2,687815,NCI-H2170,SIDM00716,LUSC,1776,GSK2256098C,4.347587,0.983897,0.064543,null,Lung
GDSC2,687816,NCI-H2228,SIDM00729,LUAD,1776,GSK2256098C,5.108756,0.97164,0.893033,null,Lung
GDSC2,687821,NCI-H2405,SIDM00724,LUAD,1776,GSK2256098C,6.340938,0.967111,2.234191,null,Lung
GDSC2,687829,NCI-H661,SIDM01122,UNCLASSIFIED,1776,GSK2256098C,4.737087,0.985906,0.488491,intact,Lung
GDSC2,687980,COR-L311,SIDM00509,SCLC,1776,GSK2256098C,1.611638,0.925057,-2.91338,intact,Lung
GDSC2,687983,DMS-114,SIDM00865,SCLC,1776,GSK2256098C,4.57354,0.986139,0.310481,intact,Lung
GDSC2,687985,DMS-273,SIDM00522,SCLC,1776,GSK2256098C,3.863124,0.979906,-0.462767,intact,Lung
GDSC2,687995,NCI-H1048,SIDM00654,SCLC,1776,GSK2256098C,4.185331,0.987334,-0.112063,intact,Lung
GDSC2,687997,NCI-H1092,SIDM00653,SCLC,1776,GSK2256098C,4.812773,0.98433,0.570871,intact,Lung
GDSC2,688006,NCI-H1694,SIDM00741,SCLC,1776,GSK2256098C,4.172076,0.989462,-0.12649,intact,Lung
GDSC2,688010,NCI-H1963,SIDM00760,SCLC,1776,GSK2256098C,4.038639,0.987133,-0.271729,intact,Lung
GDSC2,688011,NCI-H2029,SIDM00735,SCLC,1776,GSK2256098C,4.104142,0.9886,-0.200433,intact,Lung
GDSC2,688013,NCI-H209,SIDM00706,SCLC,1776,GSK2256098C,3.873094,0.988517,-0.451915,intact,Lung
GDSC2,688014,NCI-H2141,SIDM00699,SCLC,1776,GSK2256098C,4.919019,0.985387,0.686515,intact,Lung
GDSC2,688018,NCI-H2227,SIDM00730,SCLC,1776,GSK2256098C,5.087766,0.979174,0.870185,intact,Lung
GDSC2,688021,NCI-H345,SIDM00719,SCLC,1776,GSK2256098C,5.238737,0.979719,1.034509,intact,Lung
GDSC2,688023,NCI-H446,SIDM00965,SCLC,1776,GSK2256098C,4.005559,0.985269,-0.307734,intact,Lung
GDSC2,688025,NCI-H526,SIDM01128,SCLC,1776,GSK2256098C,3.724459,0.990605,-0.613695,intact,Lung
GDSC2,688031,NCI-H82,SIDM01131,SCLC,1776,GSK2256098C,3.170579,0.982044,-1.216562,intact,Lung
GDSC2,688058,NCI-H2052,SIDM00713,MESO,1776,GSK2256098C,5.048508,0.982515,0.827456,null,Pleura
GDSC2,688086,SK-N-DZ,SIDM01100,NB,1776,GSK2256098C,3.583458,0.983473,-0.767167,intact,Peripheral Nervous System
GDSC2,688121,VA-ES-BJ,SIDM01179,UNCLASSIFIED,1776,GSK2256098C,5.178634,0.981286,0.969091,null,Soft Tissue
GDSC2,713869,VMRC-LCD,SIDM00320,LUAD,1776,GSK2256098C,4.888001,0.982893,0.652753,null,Lung
GDSC2,713878,LU-139,SIDM00293,SCLC,1776,GSK2256098C,4.63509,0.988662,0.377474,intact,Lung
GDSC2,713880,SBC-5,SIDM00368,SCLC,1776,GSK2256098C,3.878001,0.989337,-0.446574,intact,Lung
GDSC2,713899,LU-135,SIDM00294,SCLC,1776,GSK2256098C,3.84993,0.984014,-0.477128,intact,Lung
GDSC2,722046,NCI-H2122,SIDM00702,LUAD,1776,GSK2256098C,3.67046,0.98546,-0.67247,null,Lung
GDSC2,722066,NCI-H650,SIDM01124,LUAD,1776,GSK2256098C,4.316306,0.989183,0.030496,intact,Lung
GDSC2,724825,NCI-H929,SIDM01148,MM,1776,GSK2256098C,3.610535,0.988413,-0.737695,intact,Lymphoid
GDSC2,724828,SK-N-AS,SIDM01101,NB,1776,GSK2256098C,4.900092,0.981765,0.665914,intact,Peripheral Nervous System
GDSC2,724831,NCI-H1299,SIDM00649,UNCLASSIFIED,1776,GSK2256098C,4.914708,0.982488,0.681823,intact,Lung
GDSC2,724834,NCI-H2087,SIDM00708,LUAD,1776,GSK2256098C,5.326195,0.981748,1.129702,intact,Lung
GDSC2,724839,SW756,SIDM01174,CESC,1776,GSK2256098C,5.680193,0.982465,1.515009,intact,Cervix
GDSC2,724855,NCI-H727,SIDM01119,UNCLASSIFIED,1776,GSK2256098C,5.436086,0.978904,1.249312,intact,Lung
GDSC2,724859,Calu-6,SIDM00921,LUAD,1776,GSK2256098C,5.132278,0.976532,0.918635,intact,Lung
GDSC2,724863,LU-65,SIDM00547,UNCLASSIFIED,1776,GSK2256098C,4.600831,0.970072,0.340185,intact,Lung
GDSC2,724866,NCI-H1355,SIDM00645,LUAD,1776,GSK2256098C,5.624722,0.977504,1.454632,intact,Lung
GDSC2,724868,NCI-H1792,SIDM00771,LUAD,1776,GSK2256098C,4.012356,0.988073,-0.300336,intact,Lung
GDSC2,724869,HPAF-II,SIDM00669,PAAD,1776,GSK2256098C,5.296811,0.980902,1.097719,intact,Pancreas
GDSC2,724870,MIA-PaCa-2,SIDM00505,PAAD,1776,GSK2256098C,4.376514,0.985341,0.096028,null,Pancreas
GDSC2,724872,SHP-77,SIDM01078,SCLC,1776,GSK2256098C,3.90334,0.989309,-0.418994,intact,Lung
GDSC2,724878,SW1573,SIDM01163,LUAD,1776,GSK2256098C,5.814475,0.979061,1.661167,null,Lung
GDSC2,735784,TE-5,SIDM00347,ESCA,1776,GSK2256098C,4.884211,0.983961,0.648628,intact,Esophagus/Stomach
GDSC2,749709,HCC1954,SIDM00872,BRCA,1776,GSK2256098C,3.673941,0.982576,-0.668682,intact,Breast
GDSC2,749710,HCC1143,SIDM00866,BRCA,1776,GSK2256098C,4.850897,0.981095,0.612367,intact,Breast
GDSC2,749711,HCC1187,SIDM00885,BRCA,1776,GSK2256098C,2.727243,0.963353,-1.699108,intact,Breast
GDSC2,749714,HCC1937,SIDM00874,BRCA,1776,GSK2256098C,4.721279,0.977562,0.471286,intact,Breast
GDSC2,749715,HCC2157,SIDM00774,BRCA,1776,GSK2256098C,3.054273,0.98119,-1.343155,intact,Breast
GDSC2,749717,HCC38,SIDM00675,BRCA,1776,GSK2256098C,3.551893,0.959291,-0.801524,null,Breast
GDSC2,753532,BB49-HNC,SIDM00174,HNSC,1776,GSK2256098C,3.701881,0.963443,-0.638271,intact,Head and Neck
GDSC2,753538,Ca9-22,SIDM00489,HNSC,1776,GSK2256098C,4.431914,0.986564,0.156328,intact,Head and Neck
GDSC2,753539,CADO-ES1,SIDM00961,UNCLASSIFIED,1776,GSK2256098C,4.176697,0.991928,-0.12146,null,Bone
GDSC2,753541,CAL-33,SIDM00942,HNSC,1776,GSK2256098C,2.663683,0.953627,-1.768289,intact,Head and Neck
GDSC2,753546,CP66-MEL,SIDM00190,SKCM,1776,GSK2256098C,5.136241,0.982456,0.922949,null,Skin
GDSC2,753547,CPC-N,SIDM00953,SCLC,1776,GSK2256098C,3.321229,0.978842,-1.052589,intact,Lung
GDSC2,753548,CTV-1,SIDM00951,LAML,1776,GSK2256098C,2.650538,0.988161,-1.782597,intact,Lymphoid
GDSC2,753551,DMS-79,SIDM00524,SCLC,1776,GSK2256098C,4.143257,0.989946,-0.157858,intact,Lung
GDSC2,753552,DSH1,SIDM00970,BLCA,1776,GSK2256098C,4.530309,0.980487,0.263425,null,Bladder/Urinary Tract
GDSC2,753554,EBC-1,SIDM00486,LUSC,1776,GSK2256098C,4.794602,0.981911,0.551094,intact,Lung
GDSC2,753555,EC-GI-10,SIDM00278,ESCA,1776,GSK2256098C,4.250147,0.985323,-0.041515,intact,Esophagus/Stomach
GDSC2,753556,EPLC-272H,SIDM01044,LUSC,1776,GSK2256098C,4.071846,0.974174,-0.235585,intact,Lung
GDSC2,753558,HA7-RCC,SIDM00188,KIRC,1776,GSK2256098C,5.19414,0.9879,0.985968,null,Kidney
GDSC2,753562,HSC-2,SIDM00590,HNSC,1776,GSK2256098C,3.474826,0.979887,-0.885407,intact,Head and Neck
GDSC2,753563,IM-9,SIDM00632,MM,1776,GSK2256098C,2.357526,0.975025,-2.101524,intact,Myeloid
GDSC2,753565,IST-SL2,SIDM00230,SCLC,1776,GSK2256098C,4.213512,0.982907,-0.08139,intact,Lung
GDSC2,753566,J82,SIDM00693,BLCA,1776,GSK2256098C,4.706781,0.980213,0.455506,intact,Bladder/Urinary Tract
GDSC2,753569,KNS-62,SIDM00606,LUSC,1776,GSK2256098C,4.649429,0.985804,0.393082,intact,Lung
GDSC2,753572,KP-4,SIDM00301,PAAD,1776,GSK2256098C,3.984332,0.989442,-0.330839,null,Pancreas
GDSC2,753573,KYSE-140,SIDM01032,ESCA,1776,GSK2256098C,4.328014,0.984879,0.04324,null,Esophagus/Stomach
GDSC2,753574,KYSE-410,SIDM01028,ESCA,1776,GSK2256098C,5.380496,0.971489,1.188806,intact,Esophagus/Stomach
GDSC2,753575,KYSE-520,SIDM01025,ESCA,1776,GSK2256098C,5.740997,0.974708,1.58119,intact,Esophagus/Stomach
GDSC2,753576,KYSE-70,SIDM01024,ESCA,1776,GSK2256098C,5.333037,0.983422,1.137149,null,Esophagus/Stomach
GDSC2,753583,LB771-HNC,SIDM00182,HNSC,1776,GSK2256098C,5.046429,0.982719,0.825193,intact,Head and Neck
GDSC2,753584,LB831-BLC,SIDM00181,BLCA,1776,GSK2256098C,4.595631,0.985049,0.334525,intact,Bladder/Urinary Tract
GDSC2,753585,LB996-RCC,SIDM00180,KIRC,1776,GSK2256098C,3.713439,0.959611,-0.62569,null,Kidney
GDSC2,753586,LCLC-103H,SIDM00345,UNCLASSIFIED,1776,GSK2256098C,4.906777,0.982202,0.673189,null,Lung
GDSC2,753589,LU-165,SIDM00292,SCLC,1776,GSK2256098C,5.93061,0.978407,1.787573,intact,Lung
GDSC2,753592,LXF-289,SIDM00339,LUAD,1776,GSK2256098C,4.100999,0.985064,-0.203854,intact,Lung
GDSC2,753594,MS-1,SIDM00245,SCLC,1776,GSK2256098C,3.785987,0.990425,-0.546726,intact,Lung
GDSC2,753600,NCI-H1563,SIDM00751,LUAD,1776,GSK2256098C,4.352279,0.982532,0.06965,null,Lung
GDSC2,753608,PC-14,SIDM00237,LUAD,1776,GSK2256098C,6.220035,0.994307,2.102596,intact,Lung
GDSC2,753610,SBC-3,SIDM00367,SCLC,1776,GSK2256098C,4.280262,0.984208,-0.008737,intact,Lung
GDSC2,753612,SK-MM-2,SIDM00391,MM,1776,GSK2256098C,4.585902,0.985907,0.323936,intact,Lymphoid
GDSC2,753614,TE-15,SIDM00249,ESCA,1776,GSK2256098C,4.294538,0.978972,0.006802,null,Esophagus/Stomach
GDSC2,753615,U-266,SIDM00417,MM,1776,GSK2256098C,2.099369,0.91827,-2.382512,intact,Lymphoid
GDSC2,753618,KELLY,SIDM01009,NB,1776,GSK2256098C,3.474946,0.990586,-0.885276,intact,Peripheral Nervous System
GDSC2,753620,SIMA,SIDM00395,NB,1776,GSK2256098C,4.183829,0.985083,-0.113697,intact,Peripheral Nervous System
GDSC2,753621,TE-1,SIDM00369,ESCA,1776,GSK2256098C,4.720593,0.977106,0.470539,intact,Esophagus/Stomach
GDSC2,753623,TE-8,SIDM00326,ESCA,1776,GSK2256098C,4.808017,0.978574,0.565695,null,Esophagus/Stomach
GDSC2,753624,CAPAN-1,SIDM00934,PAAD,1776,GSK2256098C,4.967038,0.983144,0.73878,null,Pancreas
GDSC2,905933,OVCAR-3,SIDM00105,OV,1776,GSK2256098C,4.497024,0.987351,0.227197,intact,Ovary/Fallopian Tube
GDSC2,905934,PC-3,SIDM00088,PRAD,1776,GSK2256098C,4.733281,0.970407,0.48435,intact,Prostate
GDSC2,905935,DU-145,SIDM00120,PRAD,1776,GSK2256098C,4.773372,0.982235,0.527986,intact,Prostate
GDSC2,905936,HCT-116,SIDM00783,COREAD,1776,GSK2256098C,3.968539,0.985298,-0.348028,intact,Bowel
GDSC2,905937,HCT-15,SIDM00789,COREAD,1776,GSK2256098C,4.879512,0.990185,0.643513,intact,Bowel
GDSC2,905938,HL-60,SIDM00829,LAML,1776,GSK2256098C,3.681842,0.98929,-0.660082,intact,Myeloid
GDSC2,905939,HT-29,SIDM00136,COREAD,1776,GSK2256098C,5.26334,0.986356,1.061288,intact,Bowel
GDSC2,905940,K-562,SIDM00791,LCML,1776,GSK2256098C,4.133405,0.988003,-0.168581,null,Myeloid
GDSC2,905941,NCI-H226,SIDM00139,LUSC,1776,GSK2256098C,6.378377,0.971009,2.274942,intact,Pleura
GDSC2,905942,NCI-H23,SIDM00138,LUAD,1776,GSK2256098C,4.085109,0.988515,-0.221148,intact,Lung
GDSC2,905944,NCI-H522,SIDM00116,LUAD,1776,GSK2256098C,4.489427,0.987364,0.218928,intact,Lung
GDSC2,905945,T47D,SIDM00097,BRCA,1776,GSK2256098C,4.508874,0.984947,0.240095,intact,Breast
GDSC2,905946,MCF7,SIDM00148,BRCA,1776,GSK2256098C,4.962868,0.979547,0.734242,intact,Breast
GDSC2,905947,786-0,SIDM00125,KIRC,1776,GSK2256098C,4.430408,0.982949,0.154689,null,Kidney
GDSC2,905948,A498,SIDM00124,KIRC,1776,GSK2256098C,4.565305,0.974028,0.301517,null,Kidney
GDSC2,905949,A549,SIDM00903,LUAD,1776,GSK2256098C,5.181715,0.985795,0.972443,null,Lung
GDSC2,905950,ACHN,SIDM00123,KIRC,1776,GSK2256098C,4.972316,0.976378,0.744525,intact,Kidney
GDSC2,905951,BT-549,SIDM00122,BRCA,1776,GSK2256098C,4.305471,0.966094,0.018703,intact,Breast
GDSC2,905952,CCRF-CEM,SIDM00121,ALL,1776,GSK2256098C,3.045485,0.994038,-1.35272,intact,Lymphoid
GDSC2,905955,SK-MEL-2,SIDM00082,SKCM,1776,GSK2256098C,3.909353,0.987086,-0.412449,intact,Skin
GDSC2,905956,SK-MEL-5,SIDM00080,SKCM,1776,GSK2256098C,4.774558,0.984577,0.529276,null,Skin
GDSC2,905957,Hs-578-T,SIDM00135,BRCA,1776,GSK2256098C,3.176188,0.95341,-1.210458,intact,Breast
GDSC2,905958,MOLT-4,SIDM00145,ALL,1776,GSK2256098C,3.274397,0.992655,-1.103562,intact,Lymphoid
GDSC2,905959,SK-OV-3,SIDM00079,OV,1776,GSK2256098C,5.766559,0.976073,1.609013,null,Ovary/Fallopian Tube
GDSC2,905960,MDA-MB-231,SIDM00146,BRCA,1776,GSK2256098C,3.874568,0.979768,-0.45031,null,Breast
GDSC2,905961,COLO-205,SIDM00826,COREAD,1776,GSK2256098C,4.993041,0.986619,0.767083,intact,Bowel
GDSC2,905962,SW620,SIDM00841,COREAD,1776,GSK2256098C,6.325366,0.989914,2.217242,intact,Bowel
GDSC2,905964,RPMI-8226,SIDM00087,MM,1776,GSK2256098C,1.687113,0.945926,-2.831229,intact,Lymphoid
GDSC2,905965,SR,SIDM00096,UNCLASSIFIED,1776,GSK2256098C,2.177921,0.976956,-2.297013,intact,Lymphoid
GDSC2,905967,NCI-H322M,SIDM00117,LUAD,1776,GSK2256098C,4.930764,0.978493,0.699298,null,Lung
GDSC2,905968,IGROV-1,SIDM00151,OV,1776,GSK2256098C,4.208339,0.967512,-0.08702,intact,Ovary/Fallopian Tube
GDSC2,905969,OVCAR-5,SIDM00091,OV,1776,GSK2256098C,5.919295,0.97299,1.775258,null,Ovary/Fallopian Tube
GDSC2,905970,EKVX,SIDM00119,LUAD,1776,GSK2256098C,5.2246,0.965679,1.019121,intact,Lung
GDSC2,905971,HCC2998,SIDM00118,COREAD,1776,GSK2256098C,3.849633,0.986737,-0.477451,intact,Bowel
GDSC2,905972,HOP-62,SIDM00133,LUAD,1776,GSK2256098C,3.847882,0.956119,-0.479356,intact,Lung
GDSC2,905973,HOP-92,SIDM00134,UNCLASSIFIED,1776,GSK2256098C,4.043902,0.966588,-0.266001,intact,Lung
GDSC2,905974,LOXIMVI,SIDM00149,SKCM,1776,GSK2256098C,4.190135,0.984926,-0.106834,intact,Skin
GDSC2,905975,M14,SIDM00003,SKCM,1776,GSK2256098C,4.452257,0.984185,0.178471,intact,Skin
GDSC2,905976,UACC-62,SIDM00107,SKCM,1776,GSK2256098C,3.432236,0.965742,-0.931763,null,Skin
GDSC2,905977,UACC-257,SIDM00108,SKCM,1776,GSK2256098C,4.734261,0.975769,0.485415,intact,Skin
GDSC2,905978,RXF393,SIDM00086,KIRC,1776,GSK2256098C,4.718746,0.983421,0.468528,null,Kidney
GDSC2,905979,SN12C,SIDM00094,KIRC,1776,GSK2256098C,4.916702,0.986611,0.683992,intact,Kidney
GDSC2,905980,TK10,SIDM00113,KIRC,1776,GSK2256098C,6.567403,0.960426,2.480686,intact,Kidney
GDSC2,905983,U251,SIDM00111,GBM,1776,GSK2256098C,4.518743,0.981491,0.250837,null,CNS/Brain
GDSC2,905984,SF539,SIDM00083,LGG,1776,GSK2256098C,3.948992,0.988049,-0.369304,intact,CNS/Brain
GDSC2,905986,SF268,SIDM00085,GBM,1776,GSK2256098C,4.857072,0.983443,0.619089,null,CNS/Brain
GDSC2,905989,KM12,SIDM00150,COREAD,1776,GSK2256098C,4.130149,0.978346,-0.172125,intact,Bowel
GDSC2,905990,OVCAR-4,SIDM00092,OV,1776,GSK2256098C,4.807653,0.984154,0.565299,intact,Ovary/Fallopian Tube
GDSC2,905991,OVCAR-8,SIDM00090,OV,1776,GSK2256098C,3.798739,0.988437,-0.532846,intact,Ovary/Fallopian Tube
GDSC2,906693,BxPC-3,SIDM00132,PAAD,1776,GSK2256098C,4.850812,0.981909,0.612275,null,Pancreas
GDSC2,906696,BHT-101,SIDM00987,THCA,1776,GSK2256098C,3.801849,0.977514,-0.529461,intact,Thyroid
GDSC2,906746,Becker,SIDM00490,GBM,1776,GSK2256098C,4.787473,0.984734,0.543335,intact,CNS/Brain
GDSC2,906763,BE-13,SIDM01245,ALL,1776,GSK2256098C,3.764026,0.985285,-0.570629,intact,Lymphoid
GDSC2,906765,ARH-77,SIDM00900,MM,1776,GSK2256098C,3.639977,0.98868,-0.70565,intact,Myeloid
GDSC2,906790,AGS,SIDM00850,STAD,1776,GSK2256098C,3.491015,0.975732,-0.867786,intact,Esophagus/Stomach
GDSC2,906791,ABC-1,SIDM00494,LUAD,1776,GSK2256098C,4.860135,0.982897,0.622422,intact,Lung
GDSC2,906792,A2058,SIDM00797,SKCM,1776,GSK2256098C,3.965703,0.989917,-0.351115,intact,Skin
GDSC2,906793,A375,SIDM00795,SKCM,1776,GSK2256098C,5.654153,0.99397,1.486666,intact,Skin
GDSC2,906794,A253,SIDM00796,UNCLASSIFIED,1776,GSK2256098C,4.027064,0.988857,-0.284328,intact,Head and Neck
GDSC2,906795,8305C,SIDM00997,THCA,1776,GSK2256098C,4.889996,0.970709,0.654925,intact,Thyroid
GDSC2,906797,647-V,SIDM00983,BLCA,1776,GSK2256098C,4.396375,0.990392,0.117646,intact,Bladder/Urinary Tract
GDSC2,906798,639-V,SIDM00999,BLCA,1776,GSK2256098C,4.052273,0.986234,-0.256889,intact,Bladder/Urinary Tract
GDSC2,906800,697,SIDM01076,UNCLASSIFIED,1776,GSK2256098C,3.188544,0.992536,-1.197008,intact,Lymphoid
GDSC2,906801,BT-20,SIDM00893,BRCA,1776,GSK2256098C,3.954327,0.990568,-0.363498,null,Breast
GDSC2,906804,A2780,SIDM00210,UNCLASSIFIED,1776,GSK2256098C,2.945417,0.950784,-1.461638,intact,Ovary/Fallopian Tube
GDSC2,906805,COR-L105,SIDM00513,LUAD,1776,GSK2256098C,5.393606,0.97439,1.203076,intact,Lung
GDSC2,906812,COLO-824,SIDM00954,BRCA,1776,GSK2256098C,4.122007,0.980195,-0.180987,intact,Breast
GDSC2,906814,COLO-792,SIDM00140,SKCM,1776,GSK2256098C,4.074378,0.980834,-0.232829,intact,Skin
GDSC2,906817,COLO-680N,SIDM00956,ESCA,1776,GSK2256098C,5.490821,0.979891,1.308888,null,Esophagus/Stomach
GDSC2,906818,COLO-679,SIDM00284,SKCM,1776,GSK2256098C,4.898212,0.980883,0.663867,intact,Skin
GDSC2,906820,CHP-212,SIDM00910,NB,1776,GSK2256098C,2.762439,0.953244,-1.660799,intact,Peripheral Nervous System
GDSC2,906821,CFPAC-1,SIDM00130,PAAD,1776,GSK2256098C,5.182311,0.977581,0.973092,intact,Pancreas
GDSC2,906824,Ca-Ski,SIDM00923,CESC,1776,GSK2256098C,4.533569,0.984465,0.266975,intact,Cervix
GDSC2,906826,CAL-120,SIDM00940,BRCA,1776,GSK2256098C,6.239711,0.971758,2.124012,intact,Breast
GDSC2,906827,CAL-72,SIDM00930,UNCLASSIFIED,1776,GSK2256098C,3.997271,0.971635,-0.316755,null,Bone
GDSC2,906828,CAL-62,SIDM00931,THCA,1776,GSK2256098C,4.464259,0.985386,0.191535,null,Thyroid
GDSC2,906830,C32,SIDM00890,SKCM,1776,GSK2256098C,5.355517,0.990645,1.161617,intact,Skin
GDSC2,906831,Daudi,SIDM00845,UNCLASSIFIED,1776,GSK2256098C,3.520333,0.991659,-0.835875,intact,Lymphoid
GDSC2,906832,DB,SIDM00886,DLBC,1776,GSK2256098C,3.329744,0.974453,-1.043321,intact,Lymphoid
GDSC2,906833,Daoy,SIDM00887,MB,1776,GSK2256098C,4.100802,0.988075,-0.204068,null,CNS/Brain
GDSC2,906834,D-283MED,SIDM00888,MB,1776,GSK2256098C,3.460694,0.985648,-0.900789,intact,CNS/Brain
GDSC2,906835,DBTRG-05MG,SIDM00867,GBM,1776,GSK2256098C,5.545006,0.957065,1.367865,null,CNS/Brain
GDSC2,906836,DEL,SIDM00949,UNCLASSIFIED,1776,GSK2256098C,2.773113,0.987255,-1.649181,intact,Lymphoid
GDSC2,906837,Detroit562,SIDM00831,HNSC,1776,GSK2256098C,3.676676,0.979343,-0.665705,intact,Head and Neck
GDSC2,906838,DG-75,SIDM00948,UNCLASSIFIED,1776,GSK2256098C,3.551384,0.981668,-0.802078,intact,Lymphoid
GDSC2,906839,DK-MG,SIDM00947,GBM,1776,GSK2256098C,5.171972,0.979606,0.961839,null,CNS/Brain
GDSC2,906842,DOHH-2,SIDM00981,DLBC,1776,GSK2256098C,1.56053,0.98921,-2.969008,null,Lymphoid
GDSC2,906843,DoTc2-4510,SIDM00864,CESC,1776,GSK2256098C,4.589318,0.98133,0.327653,intact,Cervix
GDSC2,906844,DU-4475,SIDM01001,BRCA,1776,GSK2256098C,3.138494,0.991766,-1.251485,intact,Breast
GDSC2,906846,EB2,SIDM00863,UNCLASSIFIED,1776,GSK2256098C,4.276386,0.983797,-0.012954,intact,Lymphoid
GDSC2,906847,EB-3,SIDM00793,UNCLASSIFIED,1776,GSK2256098C,4.364968,0.983732,0.083462,intact,Lymphoid
GDSC2,906848,ECC10,SIDM00280,UNCLASSIFIED,1776,GSK2256098C,2.562834,0.966695,-1.878058,intact,Esophagus/Stomach
GDSC2,906851,EFM-19,SIDM01056,BRCA,1776,GSK2256098C,4.798119,0.982098,0.554922,null,Breast
GDSC2,906852,EFO-27,SIDM01051,UNCLASSIFIED,1776,GSK2256098C,4.560226,0.972376,0.295989,intact,Ovary/Fallopian Tube
GDSC2,906855,EM-2,SIDM01047,LCML,1776,GSK2256098C,3.87099,0.992328,-0.454206,null,Myeloid
GDSC2,906856,EoL-1-cell,SIDM00277,UNCLASSIFIED,1776,GSK2256098C,2.923366,0.992657,-1.48564,null,Myeloid
GDSC2,906861,ETK-1,SIDM00276,UNCLASSIFIED,1776,GSK2256098C,4.610623,0.984101,0.350843,null,Biliary Tract
GDSC2,906862,EVSA-T,SIDM01042,BRCA,1776,GSK2256098C,3.668808,0.98956,-0.674268,intact,Breast
GDSC2,906863,FADU,SIDM00860,HNSC,1776,GSK2256098C,4.270702,0.986578,-0.019141,intact,Head and Neck
GDSC2,906864,FTC-133,SIDM00213,THCA,1776,GSK2256098C,4.065139,0.977843,-0.242885,intact,Thyroid
GDSC2,906865,G-361,SIDM00857,SKCM,1776,GSK2256098C,4.404662,0.985253,0.126666,intact,Skin
